,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 avg_temp_4,min_temp_16 avg_temp_6,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33283.30434782509,-75589.8468305303,-21950.44744937456,18509.05785210373,87552.2992340595,-47600.61297272062,-79992.21500892058,48946.722351694836,-16532.929253902992,526.6445414552999,50686.40804028466,125305.09288207733,11899.213865000802,-52295.18005909497,34283.99758632255,20711.221928799896,-54276.282835438455,-10265.712509896513,-22786.54107238664,10144.848662602679,-6942.124220230204,-11384.342392278177,12638.44059002905,34539.44361377553,-8251.543774181251,28049.319897921043,-22384.164839891306,-44209.12541498955,46589.453573101295,-27214.01976940012,-1144.6604811760203,-181.04445462500772,-4211.287831414684,-3566.491847700667,-78266.60244072079,116144.80252750221,-24495.995762710158,-71426.22476965377,-300.3021065580495,-851.0136516619248,-2122.1163955732445,12633.17706105096,6444.159737933795,1698.5306402721762,-11989.888110545198,-82620.31872862589,77062.59733902045,-27260.80052263909,-46318.151861735125,51156.51494152979,-3085.279246542431,-27988.1871564941,45927.73279437352,-51645.020100245805,-27754.248387573214,61980.76582678698,-31392.4239087681,-2250.24739428196,-18582.829127860972,26606.00573158567,-13384.263689136738,56840.340471246134,-5880.970844710216,-1336.125791297967,-16670.103360450015,-11557.092681387536,1984.429330940859,31284.041826241635,-19770.994735933924,8103.835615038145,-6905.959785694347,36085.9125381182,72360.79792154864,-58877.64812925022,8813.405846148637
