,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_9 max_temp_18,min_temp_16 max_temp_3,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,avg_temp_16 avg_temp_18
0,37561.760869565245,-3985.77754889142,16503.204593720835,379.3069819836346,8385.622975619148,1982.881952585978,4394.865530815317,-5580.6306853180795,12307.8149128096,4075.4827527036996,5904.675168330165,2665.2324899227006,-15468.447972247577,-4849.228891607362,-7030.52203964898,3257.0710721910664,4303.181047404549,727.3243349064475,-8032.011798032479,2851.354056798267
