,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_19,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_6 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,34725.84782608691,-11841.887261361224,171.09898606772052,-26124.343999843302,19803.212761231076,72907.70911530007,-173975.43530866335,80468.02124693494,43910.943787197284,41576.52246637389,3290.3167556000058,5162.2430528899395,-259.1342628926446,6160.063295506382,-25122.18241543271,9665.739528714945,-1432.8600623900832,-32687.0360714998,-99540.0839682587,29869.595479677235,-5922.368185663468,38917.791207626884,144227.7769070874,31607.81774823304,-37241.681106530086,-76504.06450900754,-11269.089741036987,-12822.165647383003,-13059.29725456642,-24575.909717655562,25502.903788831394,13277.673288453698,-10424.84790047091,-1654.8734522359343,-5525.907138657796,8946.66793196299,-672.8251105311746,-10317.253682242366,16572.337939088902
