,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,max_temp_6 max_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17
0,37328.84782608696,-4236.584990589305,-16772.76694389759,14549.694915518017,2596.923130959439,6245.874680397598,-22431.053901765943,2977.6715065014628,3444.575320660941,9310.829468316748,-646.9398383560126,-285.8217278243864,-4912.083300206304,8430.040587164747,14247.81396343496,-2096.787803122553,9160.60312954379,-2733.9149538066645,-1435.2396376423912,-316.0577889293053,-7176.122733657248,1068.8890208871176,12067.467489454051
