,intercept,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_20,min_temp_16 avg_temp_4,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_9 avg_temp_21
0,31834.499999999956,2409.606774269447,28074.106350180227,28450.457080749202,-59677.25811371667,101761.0181761191,-9433.280409825067,-55601.95021777286,81378.3570342073,-26233.00710840276,-34156.48967796173,4771.389441336605,58575.631938133716,-6414.6668247890575,-43308.90180323749,21097.458154301527,-4270.823319175155,50459.73278923632,-13322.241931304032,-69041.9720998418,18715.370595626526,9768.93238586342,5189.9632626948505,-13943.809318625907,-131603.09040189936,190510.75153271307,-99793.1106332329,-8666.14091600556,23695.603314634478,-42591.0917367651,-1515.5198057228172,21507.425974691236,-60318.939748596385,-33284.87266337844,12583.33654342502,-686.2609351051566,-13251.757509073928,-211.81282022429042,-11997.180450736212,-62163.027195088136,24732.25547037629,57991.85250971037,-27406.76070858009,-4727.601107939031,15685.837515644893,-135.64832321862792,-3532.1286578729887,-930.7585186009541,40033.55258111327,23587.944281395416,-34390.983234647036,47983.02923117154
