,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_17,min_temp_7 min_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_20,min_temp_16 avg_temp_6,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,34349.19565217348,-89371.72501424236,40.618982051180865,-5669.122502640763,-133.90801833826092,142386.45690158964,-5323.545376081475,58779.430152554276,-120261.56957098623,-249.34313163868592,45767.63259836163,1323.000021385305,25160.997419997526,-24289.92002976988,7560.188988464515,-1191.8816492496783,-16548.26704922909,5520.129966901211,176388.78454824197,-101263.42089010424,-11646.95974361964,954.7530348003525,4785.725875606426,-16032.435776044795,-112778.55131517867,135186.54181636227,-92029.40180611392,-33923.30993766707,-36881.1704058776,15943.395158326844,-36.39706566283052,-73913.03613737649,-17523.15544054256,26873.300953813134,91427.34015662152,-64.94375830768415,-25428.83750676608,-23833.410659236877,-21101.428093525697,17859.913551821966,-9672.795511362016,-3416.2021194636695,15576.266704954216,10593.161048059099,-14151.503748394665,-4523.581520437153,-10110.937589187257,7568.410624540544,24192.404039532397,1316.2379061443535,5734.555670191004,125.3937890631787,10115.026776575474,6272.608138217309,17399.45123188264,5774.764201164233
