,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 max_temp_15,max_temp_6 max_temp_16,max_temp_8 max_temp_19
0,36505.30434782608,-2398.384567704293,6668.445653798372,904.8779602240538,11332.545555907554,5975.9059829278085,6111.154164281356,2933.2601897622862,-9251.374472006759,16775.696774114575,1837.3207220134034,4803.217535998962,-4475.67620591782,-178.4176153601723,-612.166744683365,-2439.183225963271,-2509.6088544903428,184.09715156344336,-2558.8184644730004,-694.8044501035799,-5622.662203138189
