,intercept,precip_0 precip_23,precip_1 precip_8,precip_1 precip_17,precip_1 max_temp_1,precip_1 max_temp_23,precip_1 avg_temp_11,precip_4 precip_19,precip_4 precip_23,precip_6 precip_17,precip_7 precip_9,precip_8 precip_21,precip_12 min_temp_9,precip_14 precip_15,precip_15 min_temp_15,precip_16 precip_19,precip_19 precip_23,precip_19 min_temp_1,precip_20 precip_22,precip_20 min_temp_14,precip_21 min_temp_10,precip_21 avg_temp_11,precip_22 min_temp_14,precip_22 avg_temp_12,precip_23 min_temp_10,precip_23 min_temp_14,precip_23 min_temp_21,precip_23 max_temp_2,min_temp_2 min_temp_11,min_temp_5 max_temp_4,min_temp_5 max_temp_17,min_temp_9 min_temp_14,min_temp_10 min_temp_14,min_temp_14^2,min_temp_14 avg_temp_13,max_temp_1 max_temp_2,max_temp_1 max_temp_21,max_temp_4 max_temp_9,max_temp_4 max_temp_10,max_temp_8 max_temp_21,max_temp_17 avg_temp_5,avg_temp_0 avg_temp_11
0,36236.999999999985,-2371.923995879998,-1544.756020506967,-1198.5235879761685,-1118.8551936807426,-379.5869019147659,-383.0391368910262,-712.9932007033361,-1566.9764977822636,-2585.7447322951107,-2171.170201256659,-1156.36812671059,3431.1944122737705,763.6121115696708,2586.4002071254404,-400.8429734023959,-226.29464316682555,1820.367783590335,-1529.0507684181466,-1702.6974611889984,-2308.3493548392985,-1067.190524140718,9218.494302771809,5756.971007771209,-290.7191645992433,-13097.565758209059,-594.7142341541945,-802.4663852889756,-3541.6423456483517,709.4427910326174,17188.359593095603,4442.770173656182,7737.520853372727,7391.90230183498,2127.66657430935,-221.06040792920834,-3266.7559862896546,890.8176537503623,1209.4811748372294,-2393.3594096787247,1166.2930475838702,7282.911685407971
