,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,37733.217391303646,-126666.88207517551,5314.704766660026,-5492.690743327882,51568.13735094082,-48803.1563367303,107124.87192517784,-13287.425426679101,-189609.56609521183,94806.53955361457,21571.612807617563,8158.269832461458,22011.508869383433,29596.248490302933,96884.98793994411,-75878.01621774296,117851.03317804667,-5099.723376183796,-12747.157818399515,25637.926973752623,-26656.51396084212,-89238.10386315672,-34757.34032458509,19816.48795586711,36980.05006594572,-68049.30702643513,56712.899942922755,-45999.864503886725,-7149.279677307866,14099.713571534467,-6890.676601161937,135309.5028369471,-153613.0908752221,-94653.07995798,131772.2468532602,-14578.993088061008,-11208.192570744715,9607.542271470636,63131.73966693881,-78888.87085171678,-148894.96065895143,297379.4351626212,-98713.93341520833,-2118.2179618152622,-74644.77336361531,56249.50641741025,60921.87054962802,72878.41864916205,38739.25764255654,-23858.987548259,-3470.373662652266,-17643.793424354662,68173.04604649878,-77036.7446037774,-105315.95874836238,51293.281552622604,-159216.47396654054,14669.475031097298,-93568.10832596302,4651.852043815099,38400.14485968496,-2532.2833852774747,-26862.383092884953,149795.28507484135,5363.227903040697,-81500.43983915796,-11291.00921463334,-85642.93427558398,73882.57454273335,3540.388368885826,-54069.072367793786,5230.266452702701,2157.099640370292,-17600.682229233644,85193.73493456168,11614.140999141637,-80273.37415844391,37485.650471701214,18233.063327241667,-28993.33911204801,-23934.68068722167,102432.7703470613,76610.21560481457,12978.348576642147,-27721.0818118105,-32764.505187198247,-2352.021553899878,28240.015400542616,-34801.76272528361,49257.53108504055,7297.4328627883115,-3574.7583691535547
