,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33946.956521738,-157793.43406886925,4439.912600713093,-17600.129420273395,-7219.85596233604,17423.285511507864,116065.89119670508,69535.03535859889,-240195.93736212357,109129.70646346585,-105841.64228728767,-22863.181729423464,107664.23772183992,58808.25543736509,61405.96240535293,-69289.87123979068,-2.481480971160636,43213.8607644687,-12624.090715686456,-13398.27761060157,58828.142020775966,-14966.43123031016,-1199.63471471292,-31610.821116070292,70936.36621578016,11776.920954771249,-85976.32005029995,-25730.997814975693,47390.35479832142,-20069.845224425142,10393.915492968086,-13184.776938475043,-20064.813622249832,36438.81279978206,1422.8509705905926,6143.131227519043,-25631.337958920973,16698.526842827683,-56105.84500196033,75069.8845108578,137196.2445690428,-90255.70928797006,-6475.238828679998,-102313.66301786304,79309.3722892485,40833.474133759155,79482.04297409482,42086.27195617497,-48209.17478749781,38409.236473223165,-13277.65173529707,52908.94279052916,-41236.618062286165,-116461.53449946664,107754.47342523249,-85698.60652723114,-8829.91690597833,-48881.10623755914,-61068.94419323474,-41330.489986777655,-8797.322820824946,-36174.365057402,91848.76629404917,-76955.08471219693,-28311.289507930553,48011.808867750406,-119861.48912830706,42806.79853446348,-3740.8776928822917,-77694.73470439261,-39902.428541795205,7835.999336219607,22888.870664609327,72881.1516205962,-11544.853687744278,-1805.438926970819,5492.990740385401,5116.479683184505,51960.05260834005,-32426.167360178137,21463.651092004184,-62774.18658613866,97293.36206291032,23369.10721341067,-18476.741090995845,29244.397720918543,-5415.187179795521,69708.76984182477,52706.886429105565,-5163.5175834890015
