,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,max_temp_8 max_temp_19
0,34917.304347826095,-4433.039330523601,9489.039486796035,14412.686729398712,7142.856443769558,1775.1335365536975,3356.027868204349,3308.9535048494813,3701.82004798243,-8016.448208444719,2385.7501188480824,1996.4528131295988,1787.4686081991588,4211.175850788629,-12986.39204230077,-746.5986876010148,-5594.312145777883,3931.436053981699,2420.208098939697,-3969.087648518697
