,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,34816.9782608702,-88285.91821193394,-10400.712632933433,15117.957835771329,19644.594156135317,-40297.589415398405,220743.14138629445,-17206.404758151493,-42546.53513247862,36777.05114243523,-62626.897888085805,-22098.85433774509,-27268.221408247733,-28767.024157148604,56804.879730717905,-23338.907330690578,95961.81320726805,6929.515660659655,-60659.91448253448,-43718.63118751293,46053.65177575807,4652.933643899793,6039.970576568726,2718.4669525399577,-33353.88307962358,42289.7573683139,-23953.1551324395,25169.95450626913,-42629.92957423972,25104.017909741407,142024.5802477812,-255527.61347850598,-27994.424289953775,133477.2168360527,31760.562431275845,9334.462670185518,2589.2853133681365,734.1611097205754,-25447.20905243271,-145484.62880998212,209967.54589388974,-80507.29886154406,-55259.737739961936,-50023.215864268444,39742.3362595522,55599.63125980417,65404.81184076825,-48659.5414222601,-109772.5066047227,37334.852952608366,22831.54785162117,-39067.5026435503,-59766.38727533939,-20301.987863741768,5827.365391306763,-79613.752613026,21705.85433902936,20418.056501075476,-10509.620575102326,106151.82409073632,-2230.6275287331414,-6963.669379636221,95691.91832828672,-34473.33047478785,-51730.233445218444,47481.92802552482,-85624.5541068989,-12210.249032387856,-36535.068818664746,40705.969249448644,90999.35849931148,-31151.281303977164,25234.970092220963,18287.326678499885,-32139.541015273116,52157.55059396911,5500.641956550993,-36279.672907463224,-655.440093678287,2642.813902762116,32228.447797904802,5801.833034222533,-26537.091069910985,13622.907115295891,-20510.80325590747,51556.025832962456,-76849.59131793646,22926.115060337677,-5788.428162394744,11031.930080413538
