,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_18,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_5,min_temp_16 avg_temp_7,min_temp_16 Agricultural Land Mass,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_6 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,35178.26086956516,-79432.43592715182,65.22417291420372,296.0999947923499,-2246.7243249124817,113185.50453033744,-57867.47271693937,52123.04274639585,-23396.069028260157,-20602.0208390097,-5329.077902709261,10989.51723806176,102976.19286484769,93260.05393146518,-25473.499726014077,-33888.67886889149,-31242.022836086915,-18111.501054340446,17628.609343490243,-1776.0961696763366,163778.0195491377,-157625.60802365674,-53205.19579089026,-12785.439815563383,4714.407282811367,-5359.617369179216,2477.3531229000314,-89046.35322899582,133191.14465843374,-70741.86836224265,-7331.278341486096,36706.610792595806,-3972.359239363947,-18450.269193882126,-13777.91607248304,-129141.85474901057,-9394.789952275034,-29502.080701898343,29744.64974423433,117564.16042496094,-1764.0666970436284,-40083.423737575744,16906.713257888892,-7558.858352288252,-35111.14885608153,35127.7352437804,-18725.979294665336,133.68811885001944,975.920435147708,-4089.831412538196,1401.744001201593,7681.406693291443,28420.230687204195,-14432.12700679027,44727.1932544653,5165.911583956981
