,intercept,Agricultural Land Mass,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19
0,36850.15217391315,170.08204961510873,-8472.877177163571,6478.280233464241,-337.8625570390835,11144.192411473428,15445.556208148615,14254.959979373602,-7989.619603397699,-22224.530599262613,3363.4835302162005,945.2149238458954,8221.398510396975,6093.881600954882,-445.35884702892247,-13478.266559020605,-3725.1153059197777,8355.059568680139,-2429.258084581633,-742.1633911862035,5205.017301504113,12613.912360660532,-7098.7889493673165
