,intercept,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,38406.065217391406,21845.437916649567,9416.523448289736,-2815.995968186361,7696.35609643258,7849.292000142172,-12516.272269017378
