,intercept,precip_5 max_temp_6,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_18
0,37277.52173913057,-2243.383473241596,-5669.67197344431,16935.756176115705,-2764.6552485795482,2785.8443365024004,-9914.921950575339,7027.500551523881,7269.962216497333,-12297.980427319328,-13430.98836810191,1185.8997780621796,18041.0956673034,-5303.659938428182,8296.599321902013,16371.883305040894,2420.4281772413397,-4146.231933624156,-6675.430198472278,7243.8302598278515,4022.50037207264,-10650.71584290332,3009.557841010662,2139.5322581703726,3164.7953580085828
