,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_16 max_temp_21,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_18 avg_temp_6
0,37082.630434782644,-2750.8087566717463,8214.031976133225,10456.82800718341,9343.654955640803,2920.8160944374504,2171.0514294840077,1800.5805316846645,6261.437463005508,-7113.623136639731,6726.818276713015,757.7720229570436,3962.9164284133685,-10377.537494624106,4972.275098086642,1453.0013718065236,-11542.02737570301,839.325799640454,1412.5645252253862,-1401.729148598914,126.9580504303702
