,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_9 min_temp_21,min_temp_16 max_temp_3,min_temp_16 max_temp_21,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_16,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,35256.673913043545,4213.868180642114,1052.4142205906876,15992.685012825026,4230.558368713772,6650.43819593731,3811.1461117490812,264.9037088040469,-5901.88371037605,4686.403402610735,3196.837531022957,-17629.199159711836,-5201.620893937752,-2327.4499124888307,5810.925685026612,2761.89039042678,-3518.2314280809464,-8379.544224159246,4754.1767630918475,7244.910313275067,2516.5529988528842,-3741.0260814730036,827.9436710444436,8275.22970102573
