,intercept,min_temp_4 min_temp_16,min_temp_6 min_temp_16,min_temp_6 max_temp_16,min_temp_6 avg_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,33543.28260869571,22355.620787014992,2567.31782919603,4741.377813605843,3.4485898024849244,2905.0690274135804,6630.74185540912,3621.2016504636726,-16657.45570952293
