,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,avg_temp_4 avg_temp_17
0,34638.043478260865,-2080.502189201085,13620.035732873577,6742.0423061778965,6419.676753625005,6442.859039600731,4161.82916863731,-6254.400266529139,12080.120139191784,823.78430358938,2416.561857489124,-10855.10248840127,-1444.1792188434854,-5320.676963697321,1995.5857224432425,1958.5575728487997,-3711.9064687864866,-3061.922871761481
