,intercept,Agricultural Land Mass,precip_1 precip_19,precip_2 min_temp_2,precip_2 avg_temp_14,precip_4 precip_23,precip_5 precip_8,precip_5 precip_16,precip_5 min_temp_3,precip_5 min_temp_11,precip_5 max_temp_13,precip_7 precip_9,precip_7 avg_temp_1,precip_8 precip_18,precip_8 precip_21,precip_11 max_temp_13,precip_11 avg_temp_13,precip_12 min_temp_22,precip_15 precip_22,precip_15 min_temp_0,precip_15 min_temp_2,precip_15 max_temp_12,precip_16 precip_19,precip_20 precip_22,precip_20 min_temp_22,precip_22 min_temp_14,precip_22 avg_temp_12,precip_23 min_temp_10,precip_23 min_temp_14,min_temp_2 min_temp_10,min_temp_4 max_temp_23,min_temp_5 min_temp_8,min_temp_5 max_temp_22,min_temp_5 avg_temp_17,min_temp_7 max_temp_15,min_temp_9 min_temp_14,min_temp_14 avg_temp_12,min_temp_22^2,max_temp_0 avg_temp_11,max_temp_15 avg_temp_7,max_temp_17 avg_temp_5,max_temp_18 Agricultural Land Mass,avg_temp_0^2,avg_temp_0 avg_temp_11,Agricultural Land Mass^2
0,39870.78260869548,2209.4195492143936,-8620.885757057275,774.6452599955512,3630.410532931915,-3395.471450459002,-1017.919110288766,-2409.260421931647,-118.03789969226249,1710.404225597841,-493.37809842113353,-1699.6454539782378,-1307.2185239754883,-1714.7247333927203,-731.202428924591,-4425.060994069462,-567.3853983539146,-4284.507548515281,2109.272214374935,-3142.5390077579214,5934.451471228667,5792.217202321235,-3674.2495083817194,-1168.3295025413238,-450.44587527885454,6247.227533966059,2906.030886613147,-2546.945244808768,-9050.822823946528,-2652.886648442986,3375.577475324179,7349.645123118598,579.9223788843613,14017.02557616548,-919.7136066263968,11679.353546046344,199.76692481043762,-2830.28082338852,4479.840118104441,-581.4268193816222,5481.925053950159,5528.941578788306,2354.203315526703,2196.6537858941397,548.2603722785803
