,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_18
0,37516.52173913037,-2991.1339970891217,12047.58158006956,-8074.800191470263,16036.190537949919,481.6292609074957,2928.5850707242557,-11285.970625756956,9309.255009588645,-4969.69661722555,1.5734788036549965,-5685.9645240801565,9367.675674425203,8977.186258140107,923.5475594720377,-5572.436921282379,-36.84895862040423,-1316.424350237746,5040.252563065841,-486.8678956505614,5259.361131578759,1122.688532867851
