,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17
0,35484.847826087025,-2226.8962155315203,5629.822573646513,-8429.161661461725,15386.187425395086,3109.4672679135533,-22448.05999124591,385.05000505551914,7716.152256008479,4680.930821017512,-7456.59776668585,-8310.108154504336,21000.75328208021,-5947.443668973684,7356.375148437488,9310.619969462921,1657.097059508064,-1652.8517984782352,3559.0475311507676,3169.4994719752453,1338.8685889939702,-8503.796471000262,6925.732270921192,63.06807911011543
