,intercept,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17
0,37353.17391304361,-1314.4975454646149,19645.643847682048,-12625.503494765098,16838.88595012849,3498.6728489326233,-8104.322904781069,3885.8289749940454,-9372.348425144053,5586.385833146063,4289.090428351184,-10559.627610936515,-13347.09486998686,6942.043653449731,-8076.4918121475375,7239.060653486495,11979.21956051517,2947.1216608064988,-1157.8741868470422,6285.533660702617,-6215.78512867487,5212.881753087309,2873.602793014591
