,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,38448.32608695811,5737.1621881212295,844.7180554761854,9348.100777039552,-19474.659601911553,6421.2538431044395,127466.92097183115,-14477.179896076295,-143300.0656133948,94912.82884559155,-38212.1362133756,67773.74968572613,414.9708093750865,-42915.9433980618,153282.76540569233,-46111.900505733065,109091.20323917767,-37401.45383385663,-130071.23023538131,39167.60964646767,341.11424929088435,-31366.123852565564,-36338.53803211109,6096.38324782281,3635.1868441805277,54735.38974828285,39356.79206332353,-61020.79748813959,-50367.266503188104,62388.81870093479,-25107.01073579166,72769.11225416213,-147458.39825893022,69209.99484504222,3975.579197591636,-86499.57490243444,-20574.36328675178,14292.234861838884,-82272.93271665521,89733.5608270096,226991.56247804145,-190080.69942996948,-92445.03199105356,74812.61838755809,-25797.167692573832,60759.55997898733,24682.64031290086,1781.9383697556875,-33699.01422206906,-42400.752960167265,35540.98733347796,-42139.58406192852,40760.42941259982,-107058.04821923046,70800.18649774532,-2697.4269678462074,-194660.00931285816,84074.76645398622,48074.584365825685,100842.6549379641,-8022.529546251146,-16643.412307020997,73850.35408630075,-90321.97515108157,4834.293437911486,4848.3960589997605,-153781.0855198141,139471.4967508131,-6181.208821784661,-58038.81314980055,37393.80701448172,-55706.46140603501,31325.251463805245,96139.34929431908,-11670.748816409832,3851.8100611525956,-2855.178983727201,-69482.28461315921,-3138.0000520037156,79116.38021461929,-38239.53192532224,-58799.57764983086,51803.56001799565,22137.220817832356,50047.60261054688,-31671.42239813363,40986.180432612186,-50320.01994182945,528.1745159891323
