,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,32880.76086956586,-42226.95717837915,8034.014629508017,-1528.2386780247716,13566.196119767561,-13260.354545679711,72909.72275329393,14404.534995548336,-128809.79092872815,68586.80338417724,-2392.814158826366,-51087.08446660092,86714.30825017337,61571.624858869414,30901.229861694,-41514.551553528276,6698.741691114523,32853.699625679554,31185.728671009343,-11268.946634933354,-18794.342463310066,-3238.700715912917,-29657.692850048803,-13265.694159250696,-23051.44565503967,18188.668848295063,49739.46424268009,-26615.262223080183,-37940.64983329045,20135.552532213973,2789.757860490594,151471.16300587056,-94656.25504462843,18504.87515032557,21346.90920938046,-30464.075389425736,3215.8983427284747,-2689.267286947662,-35719.67312883433,35654.8617391297,-41764.520864553975,138749.86073176307,-69891.67308027341,12767.139255514936,-37430.33546665968,-10117.575033872461,32803.92692448336,16255.109724327194,26115.458764631283,-769.1390679503675,5483.727192079956,-51604.689913133,-15057.42189086677,-113744.69173723565,-41044.650621794994,-44389.871867842914,-51249.34034622301,-21548.406239638283,-6369.09208525615,4554.308035518976,62511.43541762883,-2822.728911237027,3567.0161202153467,63269.705250252955,9377.318262311332,-42140.08600398456,15269.900989311624,-72629.61719134063,39258.36575865753,-23603.748350866786,-43558.6325200899,27922.686249928585,-30337.283649788835,-18636.066345492494,9510.247088109714,10556.156459235826,28398.43464402853,-8114.305048368344,-10024.763103043904,-1955.2212797419634,65702.9648068804,35593.81538332094,6213.162394696903,-36378.43389675567,3769.190289036561,21073.776684193937,-976.5052245023653,-16048.342433145786,38831.217451505814,-14081.005384729235,-6236.798082524761
