,intercept,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,38798.26086956529,-6439.17452633044,13946.221080194142,16737.616356017275,3806.4504930293815,2858.487473029872,-18951.487233157717,3312.2422308217742,3263.57228625567,9743.27478970989,-6572.429613642245,-16419.797369710835,-676.4669046083633,2839.2617515217707,-1925.3255944488615,-1785.6625565373847,2436.543031446785,-6929.555543292327,5835.58328502326,24400.8873755678
