,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19
0,38513.608695652314,-3993.0546964844075,17270.63213050202,-4455.196260777723,597.6845042239678,21580.8700331854,3382.980382083216,3439.3270423784547,-31676.491323841463,19542.084356959916,151.25931659537264,5915.008870321279,-4517.435519138849,-20245.447311765165,1589.533070877354,7747.86399944137,-486.7729396620271,-4689.605046016769,-3468.166116992166,8691.221691672572,3.606772630784848,11070.992663440355,6624.613841713806,20.87925461376448,-6019.1943686553695
