,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 min_temp_19,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_18,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,37646.89130434796,-3204.5389350260425,18409.277430796996,-5211.147966298685,15396.224566798264,2535.4617860634826,1493.9216569635978,-21844.817758776437,13086.560641484335,7287.4111994295545,-3130.771321020074,-4987.331015330833,23.49555613438829,3510.7478284278627,7969.4955675097945,-238.33973593182242,964.8827921722603,-8744.67094309624,7433.7680431427825
