,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,max_temp_17 avg_temp_5
0,36012.086956521925,998.261803109804,-3365.8745124404745,4146.679752081644,-9673.903028655997,2084.035768053517,2306.189713824574,12272.887109117097,6283.042680499039,-16816.622202413102,10429.678560613887,-4221.073805209209,5743.119176585222,-9192.35022510763,3174.6093804360003,-28444.711978549454,4865.618943837733,50.941840402495444,31613.235206394478,-4782.526775304763,9071.498589522993,19504.783900908253,2610.750273335911,-8527.260367361137,-4188.876598961099,8666.504688920497,-8552.093087602389,-53.38618621288618
