,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_17 avg_temp_16,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,36063.478260869706,-29339.13481431048,-6580.323484692076,2220.695154659317,-32013.57525205705,23998.130495465586,124639.3218989983,-10464.612160745619,-80366.02009878184,94515.30637900197,-21662.71391589948,-5466.866015505252,-50057.77902312563,11334.802047347042,-33676.38668057085,34872.589831752106,123580.1062872139,24578.7950639501,-73909.25984806822,-33061.985873785976,2389.7054305256534,22720.458207283005,13727.587476181028,7360.25164161305,-84915.13211574299,71574.43211897508,210.81697068274963,7161.3860173277035,-28504.866164298543,-18670.21582992501,18843.17930985167,157683.30135971674,-120822.65913651929,46265.04937210777,-94628.29418934678,-45953.041042474215,6628.54353273897,-1025.6636467448918,-5267.183323435583,-53494.26916282643,93597.10712618877,-138016.17822942045,-6250.823433371576,5169.094278981625,-20079.928707993266,37128.10155418036,37773.53634348617,-20173.60910747974,-27962.514721205425,34817.37400445358,-16196.596466959702,-57476.48423922138,-77972.53353466299,31698.3603906706,10613.135431431425,-49572.26717851639,14022.043741322783,52549.79385912005,68744.45645221416,74879.33002983588,-6819.8048005115215,11875.745794493776,8902.364330864193,6215.232886809963,-11836.390036934887,-28807.81328017825,-87379.7126674573,107481.47021629552,-47766.665598481915,27033.487442227502,35740.52720131955,-40702.73030160562,26678.299939109023,-18451.608788545298,14279.832795604854,-12342.492377593984,3413.7925904497893,-14727.2520024421,18156.967028214036,40019.31255194901,-85131.66697707985,68160.31749553174,29489.12404695892,-22436.916084689547,38634.315570268845,-52131.9581946445,27752.03905330435,-1236.0087918506194,-12834.49293305259,-49966.46951769308,11407.5452671274
