,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_18 max_temp_6,min_temp_20 max_temp_17,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_18
0,35803.826086956506,711.6669001281341,-3180.0510477164453,11511.506441052694,-5198.269656343271,265.17928653373065,11907.091849518174,-2135.5831123551866,-18925.36034787349,4943.8478899698275,9251.593930701534,-8226.416949381824,-5992.5848809347945,13850.180554980097,4964.324573138975,4327.716886089378,-750.010942396832,1586.135519853487,1480.1894661451165,3382.0882474562095,1324.4677084306315,3035.3695313582098
