,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,34454.108695650895,-95334.55617998088,-35413.37827773537,5734.36658395411,-12744.212887785328,3148.390972119142,111111.84732727919,16036.113609805341,-95311.23161585887,60616.19300219038,-16100.73843055269,9836.908169205966,-32178.336628418183,-21453.20294563525,36642.39986340523,-936.0055427592692,99272.01414788527,34825.49713343213,-40335.17757889633,-30253.1826318929,-7821.2481607351065,-1056.4610301213015,16015.534301970634,40742.8520320217,-18336.087201087437,4890.402309546434,-51509.56500793804,12025.518022771359,-13467.378155858585,-1059.237841475288,10912.85344440005,120882.9112490721,-180756.5722732121,-58909.90557991697,89597.38729838787,19135.223620216006,-5506.169520797724,5692.216703836644,17803.180964821026,-19424.871468668054,-52920.19746619623,149264.01788313672,-111138.14120540344,-47861.02356814655,-46709.26128768096,96586.15551535126,46301.26946168965,66712.10546670883,-116417.24176434154,-82766.47182122103,84043.96586101595,-33979.69373286232,12972.314698504546,-34695.619956537,-56370.997846936625,-37658.30133730516,-34763.63025516841,35667.36668845561,22182.8321756562,-44712.61800432276,106627.76231222395,-1227.7441596280846,8326.693810889346,15305.632225052965,19443.63973601921,-22392.004638688133,2080.3563375034455,-35582.688857119625,1607.8443695720684,-47101.99363743587,40787.0114914985,72260.92242427112,-22009.122162781285,32047.223560639824,-25662.672306141103,-22694.5873958549,-3837.65360797398,29357.758464698625,-4861.848281587742,-8050.48030590516,-3957.888791435331,29884.967004128874,19495.076566970154,6871.406762689147,-36855.40822459511,12923.616253254628,-49089.52257301439,55547.26019147985,7848.56075299401,37455.343472282075
