,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_18 min_temp_19,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,35966.50000000002,-6001.611605907322,17606.278853548436,-10289.510086327748,2875.363566291874,19285.774709058132,2442.600250649635,-16695.335231471396,9002.61703724419,6627.290323106503,-3597.1913726910007,6098.448183929462,-5829.142078366061,-13561.16446704233,3458.7921841212637,-667.8870010400772,9049.986314933156,9479.11814478612,-8428.4156273763,7268.429265580305
