,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_9 avg_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33200.80434782486,-78574.10475363053,-13587.92490770444,2521.911430146074,64505.06473397579,-73064.4033712163,132021.6717355338,-27006.598235170328,-152404.50513591574,77326.1536669774,-43221.82700644074,57647.06806733515,46256.779360154986,-22680.112205780264,119430.95146400647,-65952.84686327445,26096.92942395202,16126.500257899483,-79875.67558032228,20937.256018989265,25386.366508958377,-31663.87228035034,966.7595194472707,-20675.591292962756,-3383.9226244856486,40315.35251825286,397.13895092553236,-17768.852901368664,42918.638483206414,-30096.589403479153,15395.47319527753,29501.847889964556,-121737.34725593125,46010.92340880566,76928.04021896663,-11801.346927762614,-35513.043651143926,11904.259977688966,-13126.104111871273,25099.275626768675,6695.893645547088,-28027.977773055776,209899.62270302794,-121910.50986514102,-92535.89126858523,9467.155505180704,-76943.10172263048,79314.2964993932,26293.84897069175,68989.89649346651,-70956.50298990226,-90614.30193914335,45018.474703924236,-648.901047949288,36936.25062758673,-45775.87467533435,-54475.7678269449,69371.20766632962,-152498.39204177982,62521.12641163711,-22652.794023646355,-43598.88061433855,11878.873288026824,-4226.76539865378,7245.549781238713,145391.4109582373,-88889.55632429235,-36350.36027801314,-32450.95281784857,17867.855602964,9908.954744378518,-10076.175307471238,-17152.366295892087,75279.8055374605,-13342.916859071696,19003.08412132877,25372.76057720516,-30189.76285553653,39363.84020895557,-6598.773963457646,-26928.421789224045,22854.542192714496,42232.27164083531,-52952.62175423835,-415.6803503361136,29614.764681515015,-30197.736614317317,53897.34449034078,-45865.55658932523,62368.43971467796,-22990.03734286726,15277.985454533411
