,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,38022.52173913041,-6526.105319412386,8822.223934270909,14453.717484856035,8151.84773262571,4076.777777791643,-22557.29477165742,12495.216283498086,2159.14856527335,4883.90890734051,-8693.723860394128,-3515.33240801277,9918.701359668858,3895.9466448744656,-583.1331568701975,2476.1642076310604,8300.498357712942,842.3402158164922,-8487.879589268885,1451.05646531395
