,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_18,min_temp_17 max_temp_6,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 max_temp_15,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,39481.82608695651,-5180.586588612692,21208.227559792278,-5052.196198779559,18812.361753123747,3381.8103673452642,-18170.691543865658,800.1418058577626,16180.877016113782,9126.797328284776,-13371.209174539714,-10251.399525767982,2425.7674732670907,-605.8012204219992,-587.4075821523152,878.4607608059924,2279.049935025301,1366.7266504890079,-8699.732056169229,5182.898298369245,10285.615521409472
