,intercept,Agricultural Land Mass,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,40112.956521738975,2354.360422238055,22506.407249838227,1584.605009998643,7096.014191478999,-4393.8483730348025,13133.344779623818,3146.730995083556,-9336.832792802457
