,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 avg_temp_9,min_temp_18 max_temp_2,min_temp_20 avg_temp_21,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,38822.7173913043,-8131.942872238471,13103.349901384727,-356.1549159718906,11467.187083502751,6910.211376225601,7938.400112016325,-14890.318343505,4671.598380926743,10372.117185497324,3286.59965019967,-380.5944978548497,6796.919815558096,-3740.5278899285254,-12297.417618151167,1740.8486329304794,603.8608993922747,-3820.315722499329,-278.0848189832029,1963.1709356492906,-10970.661520674817,11785.910191316267
