,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 max_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,35926.304347826066,590.3121722764791,-2591.5337673708227,24313.695572301283,-12128.663647843683,7466.951156578081,12585.686614130998,-15044.23621768703,6520.618142233697,2997.374859528629,-4990.760815355804,-20675.004291578975,7723.8050579217825,-2337.7116495887653,-14748.700197357333,14670.696768951442,12850.203346864528,4789.578305729946,10537.835033675137,-10119.083383900239,8983.866207610772
