,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 avg_temp_21,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_17 max_temp_7,min_temp_18 max_temp_6,min_temp_20 avg_temp_21,max_temp_6 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,avg_temp_6 avg_temp_18
0,36083.913043478315,-1602.5449982339826,9895.757620313965,3700.0026737134676,12778.66879864285,833.8255978375373,2864.2086632757805,-10722.493936328587,16558.00725066989,1321.499136015939,-11755.345131993565,-892.5169020370959,2319.1516430676506,5340.16356953353,1037.7891877031548,-4543.8162328036005,-4763.06632332373,2688.6286956903523
