,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_7 avg_temp_16,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,33744.34782608639,-37579.731716542585,11546.173845680003,-5889.121091022238,-10546.281776342774,174409.3536675367,-3710.3056628777645,-94226.75412757976,66115.74295655932,-25341.082321819624,5757.276662937906,-64250.66578449932,-22195.857645296837,18633.17920640398,1521.4798257333257,57700.05518864587,70585.56241014272,-94318.44030851021,-101.55066773995627,-54893.508632711564,14267.988154938685,6020.705380152231,-15103.423585680053,45306.06134080214,21740.233223728723,2104.040982091696,-6727.812341963057,49544.862284604715,-30743.393977882675,3965.5153109138696,78.39840554469671,41909.656013666674,-75598.88361628493,-51405.882468442425,7978.277770318932,3776.2279934962467,-9730.737256444063,-93186.27846608633,203487.87913999986,-57577.82284473414,-70417.42116474631,-3374.334107562602,-3514.086950783599,-9804.632423556779,10191.147921261283,35007.47977200171,8679.319193550284,-35913.810078672264,7522.351764981875,30149.000085777432,-23921.710529188298,-41025.059932730495,-57825.328155984556,32057.09764376318,-32609.820299899337,-61091.13743999879,30502.54898267937,40989.80046788479,83081.5686958514,-9177.33590160123,-32357.439070051212,-3843.212621743332,-6551.251839267159,-133969.55143214544,47861.96288714985,144916.47891503567,-22268.570771367067,-29259.948472449894,245.48466982553288,-40796.41749853562,40134.0497168588,28809.364825278393,-26373.862615360416,-3057.0291283847614,44972.240675762085,27363.88292549045,-6972.488942462543,3077.784049965525,-5997.678682821051,26799.526701634895,12857.948927944226,-64930.494148852464,3291.8026183999186
