,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 max_temp_6,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,36464.652173912946,-133.77449210856878,-4806.527544811177,23857.310717899032,-6914.655606425013,812.0703394269206,11659.066887995034,3213.9509889546434,3336.883845035371,-25466.347009844794,1573.1606059984665,3175.2886919763127,6906.975924847288,5307.737598965031,476.6328019548301,-1000.9405510383772,-24357.791451941725,-259.0771417699153,-2494.4956048321937,-84.0658002012413,-5383.043703985755,8071.7491235397765,4145.589115511172,-5593.3701369211385,2426.640265932958,28434.445275058803
