,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,39583.84782608698,19806.279929582484,3261.1131058687893,7409.529221667843,-9823.03477081367,9505.297823648087,7568.0967365415945,-3370.669825868073
