,intercept,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,avg_temp_6 avg_temp_18
0,38472.934782608725,-722.8661471967853,1663.9912495414223,-63.50235622961123,12383.066168356732,6377.447476765997,4543.930881612781,2598.2380107325594,-10574.987180520517,-12693.424558470933,910.5930886363692,3523.5623807163847,9818.097265041564,-7763.920567152885,-10984.002098496847,-3379.2360757849383,11733.834883037447,7485.307042427926,2012.1729569998406,421.2047576617803,2397.14383114069,1525.1738780582082,-243.08780162137472,11631.7581129336
