,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,Agricultural Land Mass^2
0,37048.499999999694,-65028.31132428098,-4048.4118488839626,3412.813674673373,-2602.8607081828804,146035.8938904598,-22806.398235378354,-5661.841621522916,79419.4521761409,-45701.062830941286,-9534.219453732021,-104606.77613495056,3391.3711295776943,32076.281485314583,-12038.322752811042,89968.26164972625,79316.63928353002,-69213.88803519768,-25164.712819715467,-12749.471289570538,-440.61609098531204,49964.93412769826,-57286.40862388802,21777.430733585596,20892.00949168176,-14988.893717008112,-51383.96355125545,26126.60130198456,155282.30710025603,-156012.13221208804,-65457.13051862536,81421.07635462371,-31651.73191306481,14298.693376138805,10077.064712918429,-26367.02578775258,-146419.21471097978,219709.99273967466,-117203.18425020597,-11504.373721888152,-41544.52387449261,2390.195763762298,52542.12173070848,25027.139187880195,-2881.858355371855,-64853.59506451838,5096.266645844972,-30056.772916225702,21500.892026726367,-75080.68021741392,-4214.539674655641,-34722.37872698097,-16690.244387211784,19027.76951280468,21866.58351679025,53618.78131038724,-3614.1349749527976,11678.404418017059,31829.663264210645,-61491.17981350041,22551.32242902756,36490.08598575926,-17226.034701048367,15497.691634270026,1270.5693349825135,-9222.247319622591,-3481.5646901888326,-11879.56666326267,-21.993157514726608,-2936.592932240724,1409.7110962854438,-7923.6253677272625,22374.50551474836,31075.600587304376,-6087.462496660572,4229.159945965654,-6410.404065203434,-13149.076879321516,36741.70205803615,5376.5876248049135
