,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_21 max_temp_15,max_temp_8 max_temp_19,avg_temp_6 avg_temp_18
0,36848.543478260784,308.685764961114,-5383.594862586137,27727.49594589342,-6689.421123721436,9879.672516298215,12843.953195768714,2829.7752023938515,-22092.058660366478,4898.759787267738,6823.651520501039,-6563.133491067649,-17083.85066795736,-1383.3989646657185,4833.731139032896,1117.551394864593,2990.2879511700125,1241.59900797684,2789.2514628467866,4866.414509249867,-2540.738325962011,5054.881473919171
