,intercept,Agricultural Land Mass,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_9 min_temp_21,min_temp_16 max_temp_3,min_temp_16 max_temp_21,min_temp_17 min_temp_18,min_temp_17 max_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 avg_temp_21,avg_temp_16 avg_temp_18
0,36701.80434782603,3011.310005762793,-1753.5937483588043,16282.343037314058,14421.119485099924,6718.976319297867,5704.48850894115,6027.501058225158,-422.56236085661294,4400.324701808311,-20881.676180111932,833.8185076945723,267.7463758393498,-707.5197486240352,3912.7137339150827,-2145.7384153844596,-14091.22313669476,3270.680088245737,4704.548661785727
