,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_7 max_temp_16,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_7 avg_temp_18,max_temp_8 max_temp_19
0,39343.913043478315,-1142.8370329935544,-973.8117472114108,8104.674709952116,14451.24918990595,5130.143939832261,-14854.942518601567,11004.745130749048,-12976.383756447454,-13878.99915400215,19556.976122215063,9806.076065078149,13967.719396493547,-732.5537306057411,-8081.409169307292,2940.5378397253776,1616.2097964383186,-2593.4107196826185
