,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_7 max_temp_16,max_temp_8 max_temp_19
0,39409.086956521656,-1903.658591029593,-3068.0923895623314,10903.76334640034,-654.2765055878132,10555.48686861883,9211.574994371653,8528.280865766748,778.4547860499074,3397.172108429085,-22130.01025396554,3277.3073535992175,6899.182505724671,-7886.300376983302,-7560.714982635233,-3721.730320019703,11327.194220299236,12905.354534905093,2845.3915137446343,451.23393646375627,2899.9169979788558,4780.800437293638,-5903.687463051183
