,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19
0,36675.13043478251,-2400.5580780272703,-4988.198388321123,9461.073713525071,-3971.534945364474,8271.317979737149,17451.24536326616,1614.8222946048406,8705.38446644633,1641.6495211981687,1907.7847379925022,-21206.92303335022,352.81094513096315,3430.6591512058944,-1926.6022189244022,-16599.822280300345,6246.004011733581,-4045.8149139074485,5773.032608315471,601.0609623239721,2998.8393795699685,3253.351273198616,12079.661691318493,-1835.2378866037493
