,intercept,precip_5^2,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,avg_temp_6 avg_temp_18
0,36436.565217391486,-214.16640589554177,-6492.933443806573,27903.58576126902,-8368.745521853538,7318.557025139999,14377.681230601636,11469.371168974552,2624.12357643644,-29958.01986199997,12829.384375123902,3929.507615016882,-13503.770828699551,662.7373660375558,-3848.220308465089,5010.829080434725,3171.8278830532045,163.9492136476238,-7180.473988186684,3588.5573272099305
