,intercept,min_temp_16,Agricultural Land Mass,precip_5^2,precip_5 max_temp_6,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_17,min_temp_4 avg_temp_21,min_temp_5 min_temp_16,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_16,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 min_temp_16,min_temp_7 max_temp_16,min_temp_7 avg_temp_16,min_temp_8 min_temp_16,min_temp_8 min_temp_19,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_18,min_temp_9 max_temp_19,min_temp_16^2,min_temp_16 min_temp_17,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_16 avg_temp_5,min_temp_16 avg_temp_6,min_temp_16 avg_temp_7,min_temp_16 avg_temp_18,min_temp_16 avg_temp_19,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_6 avg_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_8 avg_temp_19,max_temp_16 avg_temp_6,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_16,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_16,avg_temp_6 avg_temp_18,avg_temp_7 avg_temp_16,avg_temp_8 avg_temp_19,avg_temp_9 avg_temp_21,avg_temp_16 avg_temp_18,Agricultural Land Mass^2
0,32816.608695651295,-58214.5162538464,-14982.060719323903,-27419.83774466693,29395.18241035771,-7901.492676046415,35150.58416515802,3503.3556989545777,-31566.39621229891,11312.366295078322,-18770.426968118943,594.0713007238109,50117.96935149991,-69264.25206744646,67929.5670214313,27054.044363858568,-34923.15819821159,-9608.73520510438,-2163.1776387968007,-13777.19383232298,41339.64796632729,-3412.3203538391954,-19676.53473931782,21781.446216198965,-20528.052970432294,986.89231184153,25168.667400393424,-30933.469463210127,53190.29688890199,-80552.84447756322,29207.607421878947,108500.33005920071,-110580.48999920196,-44897.57603244873,118146.37926347935,64789.409035313314,-4768.219614905377,6368.654722032297,2973.733701644375,-8400.843350444036,-41025.17111044075,48132.7062095854,-36719.08853738655,-54422.264033435276,51398.49127968568,-67897.84410365904,58544.64984117542,29718.822886605318,58791.33373890405,-88228.75939227555,-82959.77947700136,17886.433443263148,77392.89091962806,-17463.369044149007,-26987.03827107795,-38897.34843590952,-48142.99693273132,-42049.63991017362,22954.892550824814,17775.060406306882,71229.22592017298,4584.751248365184,17268.2907528178,17374.73995685773,-52380.206594989235,9112.479190333675,-7625.323191058892,11605.770247399249,-21696.430783658365,-17861.779078363175,42941.057820613336,59655.98444734958,-16329.032905151369,-17405.76000673559,75738.57201924296,-54896.18158160288,-4875.937357424551,26820.121602167146,-60322.30626185883,-43825.698263754326,44048.862824413605,1131.3842350343339,-33887.35542091014,2675.91704620785,6063.993444953562,52681.3314295357,-59052.976961218745,-57419.64411399648,60661.82243518081,16667.732048683025
