,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 min_temp_16,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_20,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_18
0,34983.47826086957,-4219.052375852269,-13305.774113376827,4872.752449906923,1874.7656740187576,17231.174761457176,-1082.9985674861928,2324.6605025383574,-22220.854459362967,581.7464433762055,6922.459795111182,2221.438571177411,-2621.525896506114,-14582.301018864517,8822.939826637865,-746.3352603419204,10424.87550804948,-3391.701214334127,12631.725291668321,6741.555647685076,14483.499914524105,109.84641092009502,-9228.308691404654,2139.0890254000847,3946.144697637383
