,intercept,precip_5 max_temp_8,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_5 max_temp_17,min_temp_6 max_temp_19,min_temp_7 max_temp_16,min_temp_8 min_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_16 avg_temp_18,min_temp_17 max_temp_6,min_temp_17 max_temp_7,min_temp_17 max_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 max_temp_15,max_temp_4 avg_temp_16,max_temp_7 avg_temp_18,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,40150.28260869554,-2948.7773566111873,-11165.005832820707,9517.214243343731,14243.735499537035,-741.0642122792018,-19073.880397187168,3734.5509254890444,1066.0054622430714,150.79279108462242,6257.916550134353,1242.1618859978648,-26051.612234660308,13069.130257630562,5323.465419803446,-3305.4478425937814,-352.32995397853784,6765.269465823102,1303.534153360377,-858.618542317137,6618.620019206388,12092.437300982907,307.694528143319,-8083.575634197819,9478.113233488044,11129.067422707645
