,intercept,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,38306.67391304346,19836.69519203613,7377.956400297455,-5572.904101700942,11749.329186272742,4964.638459372948,-4943.637279714853
