,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_18,min_temp_16 max_temp_3,min_temp_16 avg_temp_4,min_temp_17 max_temp_6,min_temp_18 min_temp_19,min_temp_21 max_temp_15,max_temp_8 max_temp_19,max_temp_18 avg_temp_6
0,37989.60869565227,1153.3849956101021,-806.9488157659256,-8155.3437469654045,1999.9170472294543,2258.854682574852,16779.94864225406,865.987058391088,387.5410841051947,-15651.057847470045,10214.078693338446,6906.249177643856,-5718.101384752916,934.4747024930768,-10738.13683679362,21107.859654076063,-193.11092278902873,10747.41146823456,4087.4236778482996,-7958.474283898423,2623.790117482653
