,intercept,precip_5^2,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 max_temp_19,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 max_temp_20,min_temp_16 max_temp_21,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_21 avg_temp_3,max_temp_8 max_temp_19
0,35263.93478260877,-1471.3763049099007,-9301.731595290634,17086.999260543504,8535.273071128326,-7861.809914979839,9868.278894680889,-13915.354839678697,1919.325955454464,3139.457967153036,-2857.4651614569743,-8270.408253493879,23498.481430990476,-6322.966372565121,-3636.569581669091,9657.48265500698,-6355.187470376314,6532.761035872666,9120.905747167666,3202.1431874625564,-5516.578492038147
