,intercept,precip_5 max_temp_8,min_temp_4 min_temp_16,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 min_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_19 avg_temp_7,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,39503.52173913047,-4606.21629507191,16251.249834178585,-6348.27441878721,19418.664908606872,6646.855575760283,3101.3779244288507,245.30797501642334,-17870.29264319997,8821.119003944139,1107.53710732296,1738.5731929542467,6063.649857798352,-2058.0809175532054,-10485.952242301224,1711.0214343177283,8322.593514130624,-2798.6134989276106,-3064.684011146494,-1467.8494566809848,4561.124018784545,5385.426372385095,-9514.452878901702,2529.136462096464,269.73767519716347
