,intercept,Agricultural Land Mass,precip_5^2,min_temp_4 max_temp_21,min_temp_5 max_temp_17,min_temp_6 max_temp_18,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_17 max_temp_7,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_20 max_temp_17,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,max_temp_18 avg_temp_6,avg_temp_16 avg_temp_18
0,36117.28260869554,2685.985568471017,-2612.662303463104,-7040.15573385541,13855.407596919782,3695.573388653952,2494.976370651871,-19249.074460266427,17234.41167980664,3579.969294825149,-6398.812168974624,-15223.738251382923,2012.4291786123908,25831.770915813555,-1554.621854104976,12089.833860048688,2037.2917217873226,-656.1873808327113,4147.552151906956,-13379.459419252014,503.9569395609275,2777.265391704797
