,intercept,precip_5 max_temp_8,min_temp_4 max_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 max_temp_12,min_temp_16 max_temp_3,min_temp_16 max_temp_4,min_temp_16 avg_temp_4,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_8 max_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_4 avg_temp_17,avg_temp_6 avg_temp_18
0,37250.413043478125,-3768.4295968361675,-8403.36855076406,2101.848888156662,10007.623594962504,1637.7930378230826,-20871.84133440687,1342.2907946395,7540.686428835799,330.6767577235521,-15311.497471856585,10734.859949602058,20495.747705853777,10332.248517119251,1312.7903015246786,7589.418425611421,514.9871799496847,-7965.072062887734,1301.2015813546943,3408.6627908853034,2352.0751748319494,1311.6813842723661
