,intercept,min_temp_4 min_temp_16,min_temp_6 max_temp_16,min_temp_8 min_temp_19,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,36438.5434782609,18570.461489490917,6169.150479960441,4315.1277648195155,7547.429908307543,3364.8279855372157,-10850.639635314228
