,intercept,min_temp_4 min_temp_16,min_temp_8 min_temp_19,min_temp_16 max_temp_4,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,max_temp_4 avg_temp_16
0,38984.45652173919,14306.375238492588,7925.471842869097,-4960.883247714929,10451.4936333576,8470.04969485493,-3468.659241746228
