,intercept,min_temp_16,precip_5^2,precip_5 max_temp_6,min_temp_4 min_temp_16,min_temp_4 min_temp_17,min_temp_4 max_temp_21,min_temp_4 avg_temp_3,min_temp_4 avg_temp_16,min_temp_4 avg_temp_21,min_temp_5 min_temp_17,min_temp_5 max_temp_17,min_temp_6 min_temp_8,min_temp_6 min_temp_16,min_temp_6 min_temp_17,min_temp_6 min_temp_18,min_temp_6 min_temp_19,min_temp_6 max_temp_18,min_temp_6 avg_temp_6,min_temp_6 avg_temp_16,min_temp_6 avg_temp_17,min_temp_6 avg_temp_18,min_temp_7 max_temp_16,min_temp_8 max_temp_19,min_temp_8 avg_temp_5,min_temp_8 avg_temp_9,min_temp_9 min_temp_21,min_temp_9 max_temp_12,min_temp_9 max_temp_19,min_temp_16 min_temp_17,min_temp_16 max_temp_3,min_temp_16 max_temp_5,min_temp_16 max_temp_18,min_temp_16 max_temp_20,min_temp_16 Agricultural Land Mass,min_temp_17 min_temp_18,min_temp_17 max_temp_6,min_temp_17 avg_temp_9,min_temp_18 min_temp_19,min_temp_18 max_temp_2,min_temp_18 max_temp_6,min_temp_19 avg_temp_7,min_temp_19 avg_temp_8,min_temp_20 max_temp_17,min_temp_20 avg_temp_16,min_temp_20 avg_temp_21,min_temp_21 max_temp_15,min_temp_21 avg_temp_3,max_temp_4 avg_temp_16,max_temp_6 max_temp_16,max_temp_7 max_temp_16,max_temp_7 avg_temp_18,max_temp_8 avg_temp_19,max_temp_17 avg_temp_5,max_temp_18 avg_temp_6,avg_temp_6 avg_temp_16,Agricultural Land Mass^2
0,32087.521739131196,-79479.31877375895,-21278.473542962707,21620.002543416875,108433.34683612834,28895.91927554791,-3440.311105457813,14792.865296309983,-28521.209777391607,-85446.55009168279,40482.44420443608,-484.3220693589875,93789.51871315569,72450.12048923668,-57135.53507909281,-25422.18759662516,-47970.12033927623,-1721.031938387533,38667.89285162286,5671.468440804579,-3963.1321302347264,-20488.883391500207,-1818.9926909679298,19496.429996774023,-96176.62626573307,-4214.078852482497,-34247.68631945429,8924.707425989787,10442.42655161377,28898.56229381935,-61271.72248520191,2323.7908933064678,23190.442111672794,34475.20686445623,-91232.81214121543,36489.29100533541,-35958.213007124505,27133.75109442566,74732.3901347143,779.7981339604255,-25217.5350951441,-23423.31114041264,-617.0521876587259,-77327.47843978599,21071.116309009394,76083.4993367061,3952.8305722713862,21859.28620111411,-772.5326115745133,6106.672206618934,3532.1104348197664,3761.337907849559,-15876.53443573043,17933.456746718974,12906.507642829862,4544.570407698189,6463.0683128900955
